-122.3393636,47.60942614,Ben Paris – The State Hotel,"130 Pike St", 206.513.7300 ,https://benparis.com/
-122.341928,47.66175707,Blue Star Cafe and Pub,"4512 Stone Way N", 206.548.0345 ,https://www.bluestarcafeandpub.com/
-122.3024181,47.58351724,Buddha Bruddah (Rainier),"2201 Rainier Ave. S.", 206-556-4134,https://www.buddhabruddah.com/
-122.2938931,47.66158163,Burgermaster - Seattle,"3040 NE 45th St", 206.525.7100 ,https://burgermaster.biz/
-122.3837436,47.65613097,Caffe Appassionato Coffee Company ,"4001 21st Ave W", 206.281.8040 ,https://caffeappassionato.com/
-122.3468164,47.64312393,Canlis,"2576 Aurora Ave. N.", 206-283-3313,https://canlis.com/
-122.2987726,47.66247455,Delfino’s Chicago Style Pizza ,"2631 NE University Village St", 206.972.5411 ,https://delfinospizza.com
-122.2991053,47.66148545,Din Tai Fung University Village,"2621 NE 46th St.", 206-525-0958,https://dintaifungusa.com/locations.html
-122.3207067,47.62251314,Due Cucina Italiana,"412 Broadway E.", 206-397-4375,https://duecucina.com/
-122.3865635,47.56039812,Elliott Bay Brewery & Pub - West Seattle ,"4720 California Ave SW, Seattle, WA 98116", 206.890.5478 ,https://elliottbaybrewing.com
-122.338811,47.46653682,Elliott Bay Brewhouse & Pub - Burien ,"255 SW 152nd St, Burien, WA 98166", 206.246.4212 ,https://www.elliottbaybrewing.com/
-122.2950652,47.72031736,Elliott Bay Public House & Brewery - Lake City ,"12537 Lake City Way NE, Seattle, WA 98125", 206.365.2337 ,https://elliottbaybrewing.com
-122.3165808,47.54957047,Fran’s Chocolates ,"5900 Airport Way S", 800.422.3726 ,https://frans.com/
-122.3267766,47.6244225,Harrys Fine Foods,"601 Bellevue Ave E", 206-513-6279,http://www.harrysfinefoods.com/
-122.3856695,47.66791112,Hot Cakes ,"5427 Ballard Ave NW", no phone ,https://www.birthdaysdontstop.com/
-122.3232102,47.59852397,Jade Garden,"424 7th Ave S",206-622-8181,http://jadegardenseattle.com/
-122.3748364,47.66391326,Java Jahn,"1428 N.W. Leary Way",206-789-9441,https://javajahn.com/
-122.3202825,47.61166164,Jimmy’s on Broadway ,"1100 Broadway", 206.204.1188 ,https://jimmysonbroadway.com
-122.3311402,47.66118434,Kabul Afghan Cuisine,"2301 N. 45th St.", 206-545-9000,https://kabulrestaurant.com/
-122.3247017,47.59858415,Kau Kau,"656 S. King St.", 206-682-4006,http://www.kaukaubbq.com/
-122.3021866,47.61917466,Kin Dee,"2301 E Madison St",206-453-5514,https://www.kindeeseattle.com/
-122.327708,47.61688225,Knee High Stocking Co.,"1356 E. Olive Way",206-979-7049,http://www.kneehighstocking.com/
-122.3241297,47.61394583,R&M Dessert Bar,"601 E Pike St, Seattle, WA 98122", 206-351-9993,https://www.rmdessertbar.com/
-122.3275886,47.61438688,Mamnoon,"1508 Melrose Ave", 206.906.9606 ,https://mamnoonrestaurant.com/
-122.3134941,47.61316658,Marjorie,"1412 E Union St, Seattle, WA 98122",206-441-9842,https://marjorierestaurant.com/
-122.3870001,47.56038355,Mashiko,"4725 California Ave SW, Seattle, WA 98116", 206.935.4339 ,https://www.mashikorestaurant.com/
-122.3849378,47.66751068,Miro Tea,5405 Ballard Ave NW,206-782-6832,http://mirotea.com/
-122.3348535,47.614185,Mr. WEST Café Bar - Downtown,"720 Olive Way, Seattle WA  98101", 206.900.9378 ,http://mrwestcafebar.com/
-122.2982598,47.66206666,Mr. WEST Café Bar - U Village,"2685 Village Ln", 206.900.9378 ,http://mrwestcafebar.com/
-122.3428571,47.60945861,Old Stove Brewing Co.,"1901 Western Ave. Suite A", 206-602-6120,https://www.oldstove.com/
-122.3304568,47.57382979,On Safari Foods,"3317 Third Ave S", 206.932.9497 ,https://www.onsafarifoods.com/online-ordering
-122.357284,47.63796164,Paragon Seattle,"2125 Queen Anne Ave N", 206.283.4539 ,https://www.paragonseattle.com/
-122.2980208,47.66212085,Piatti,"2695 NE Village Lane", 206.524.9088 ,https://seattle.piatti.com/
-122.3440944,47.70223708,Pilgrim Coffeehouse,"10002 Aurora Ave N",425.395.4982 ,https://www.pilgrimcoffeehouse.com/
-122.3172171,47.61353694,Plum Chopped,"1419 12th Ave",206.612.8259 ,https://plumbistro.com
-122.2996459,47.6625436,Rachel’s Ginger Beer - U Village,"4626 26th Ave NE", no phone ,https://rachelsgingerbeer.com/
-122.3164998,47.61604853,Rachel’s Ginger Beer - 12th Ave,"1610 12th Ave", no phone ,https://rachelsgingerbeer.com/
-122.3282636,47.61489313,Ristorante Machiavelli,"1215 Pine St.", 206-621-7941,https://www.ristorantemachiavelli.com/
-122.3070411,47.62462625,Rocket Taco,"602 19th Ave. E.",206-457-5355,http://rocket-taco.com/seattle/
-122.2803266,47.5540036,Sam Choy’s Poke to the Max , 5300 Rainier Ave S , 206.310.1979 ,https://www.samchoyspoke.com/
-122.3771322,47.68158357,Sazon Kitchen,7301 15th Ave. N.W., 206-717-2827,https://spark.adobe.com/page/fA6c9GFhgTJc3/
-122.2920817,47.73407182,Taco Bell - Seattle, 14506 Bothell Way NE , 206-367-4248 ,
-122.3246999,47.59820349,Tai Tung,655 S. King St., 206-622-7372,https://www.taitungrestaurant.com/
-122.3159984,47.60646769,Taste of the Caribbean , 1212 E Jefferson St , 206.323.9112 ,http://www.tasteofthecaribbeanseattle.com/
-122.3307817,47.60681192,The 515 , 515 Madison St , 206.583.0300 ,https://www.marriott.com/hotels/hotel-information/restaurant/seasm-renaissance-seattle-hotel/
-122.3874615,47.54657053,The Bridge , 6301 SW California Ave SW , 206.402.4606 ,https://theBridgeSeattle.com
-122.343761,47.64884383,The Dock Sports Bar & Grill , 1102 N 34th St  , 206.829.8372 ,http://fremontdock.com/
-122.3307817,47.60681192,The Fig & The Judge , 515 Madison St ,(206)6944900,https://www.marriott.com/hotels/hotel-information/restaurant/seasm-renaissance-seattle-hotel/
-122.3855578,47.66852977,The Matador - Ballard,2221 N.W. Market St.,206-297-2855,https://matadorrestaurants.com/
-122.3563735,47.62411722,The Mecca Cafe , 526 Queen Anne Ave N  , 206.285.9728 ,https://mecca-cafe.com/
-122.3554998,47.68967975,The Yard Café , 8313 Greenwood Ave N , 206.588.1746 ,http://theyardcafe.com/
-122.3400703,47.66119905,Tilth,1411 N. 45th St., 206-633-0801,https://www.chefmariahines.com/
-122.3715969,47.66524717,Trailbend Taproom , 1118 NW 50th St , 206.397.4374 ,http://trailbendtaproom.com/
-122.3178816,47.69378969,The Maple,8929 Roosevelt Way NE,206-402-6135,https://www.themaplepub.com/
-122.3374434,47.60885834,Wild Ginger,"1401 3rd Ave, Seattle, WA 98101",206.707.0396,https://www.wildginger.net/
-122.3402561,47.46669865,Burien Press,"423 SW 152nd St Burien, WA 98166",(206) 453-5412,https://www.facebook.com/burienpress/
-122.3548098,47.51665482,Moonshot Coffee,"9622 16th Ave SW, White Center, WA, 98106",(206) 620-0315,https://www.facebook.com/moonshotcoffee/
-122.3549485,47.51673362,Proletariat Pizza,"9622 16th Ave SW, White Center, WA, 98106",206-432-9765,https://proletariatpizza.com
-122.381287,47.66458563,Ballard Pizza Company - Ballard,5107 Ballard Ave NW,,https://ethanstowellrestaurants.com/order
-122.2607197,47.44434181,Famous Dave's BBQ,"17770 S Center Pkwy, Tukwila, WA",206.631.2000,https://togo.famousdaves.com
-122.3617275,47.656359,Ballard Pizza Company - Freelard,"4010 Leary Way NW, Seattle WA",,https://ethanstowellrestaurants.com/order
-122.284845,47.557989,Geraldine's Counter,4872 Rainier Ave S,206-420-1649,https://geraldinescounter.com
-122.3872847,47.67562138,Copine,"6460 24th Ave NW, Seattle, WA 98107",(206) 258-2467,https://www.copineseattle.com/
-122.3567081,47.63871149,How to Cook a Wolf,"2208 Queen Anne Ave N, Seattle WA",,https://ethanstowellrestaurants.com/order
-122.3489937,47.6150624,Jerk Shack,"2510 1st Ave Seattle, WA 98121",(206) 441-7817,https://jerkshackseattle.com/
-122.3575829,47.61820499,The Boat Street Kitchen & Bistro,"3131 Western Ave, Ste 301 Seattle, WA 98121",no phone,https://www.boatstreetkitchen.com/
-122.3338513,47.60427462,Metropolitan Grill,"820 Second Avenue Seattle, WA 98104",206.624.3287,https://www.themetropolitangrill.com/
-122.3366535,47.62224,LOCAL Public Eatery,"404 Terry Ave N, Seattle, WA 98109",206.257.1888,https://localpubliceatery.com/neighbourhoods/terry-ave/
-122.3546985,47.69140149,Gainsbourg,8550 Greenwood Avenue North Seattle,(206) 783-4004,http://gainsbourglounge.com/
-122.3423742,47.60992883,Piroshky Piroshky,1908 Pike Place Seattle,206-764-1000,https://www.piroshkybakery.com/
-122.3376165,47.604915,Nijo Sushi,"83 Spring Street Seattle, WA 98104",206-340-8880 ,https://nijosushi.com/
-122.3394093,47.62053408,Jack's BBQ - SLU,228 9th Ave N Seattle WA 98109,206.467.4038,http://jacksbbq.com/
-122.3270505,47.614293,Noren Sushi Kitchen & Bar,"320 E PIKE ST, Seattle, WA 98122",206-327-9269,https://www.norensushi.com
-122.3399835,47.610954,Patagon,"1610 2nd Ave, Seattle WA",206.256.7520,https://patagonseattle.com
-122.3625254,47.57000207,Skylark Cafe,"3803 Delridge Way SW, Seattle, WA 98106",206.935.2111,https://www.skylarkcafe.com/
-122.3194722,47.61314936,Soi Capitol Hill,"1400 10th Ave Seattle, WA 98122",206-556-4853,https://soicapitolhill.com/
-122.3763795,47.687031,The Dane,"8000 15th Ave NW, Seattle WA 98117",206.297.4441,https://thedaneseattle.com
-122.3336159,47.60160889,The Halal Guys,"105 Yesler Way, Seattle WA",206.467.1178,https://yeslerwayseattlewa.thehalalguys.com
-122.2959865,47.57764413,Viengthong Restaurant,"2820 Martin Luther King Jr Way S, Seattle WA",206.725.3884,https://facebook.com/Viengthong206
-122.3549716,47.68610386,Wing Dome - Greenwood,"7818 Greenwood Avenue N, Seattle, WA",206.623.2066,https://thewingdome.com/
-122.3870667,47.56519795,Raccolto,"4147 California Ave SW, Seattle, WA 98116",206-397-3775,http://www.raccoltoseattle.com/
-122.386155,47.58282229,Yen Wor Village - Seattle,"2300 California Ave SW, Seattle, WA 98116",(206) 932-1455,https://www.yenworvillagewa.com/
-122.3867043,47.58415314,Mioposto Pizzeria - West Seattle,"2139 California Ave SW, Seattle, WA 98116",(206) 466-2677,https://www.miopostopizza.com/
-122.2801859,47.53691176,Bang Bang Kitchen (Othello),"4219 S Othello St,  Seattle, WA 98118",(206) 420-3146,https://www.bangbangseattle.com/
-122.2613583,47.52006187,Jude's Old Town,"9252 57th Avenue S., Seattle, WA 98118",206.379.6629,https://www.judesoldtown.com/
-122.3197656,47.67572692,Wayward Vegan Cafe,"801 NE 65th St Suite C, Seattle WA",206.524.0204,http://www.waywardvegancafe.com/
-122.3867166,47.58256006,Arthur's,"2311 California Ave SW, Seattle, WA 98116",206.829.8235,https://www.arthursseattle.com/#arthurscollective
-122.3164845,47.607003,Ba Bar Capitol Hill,"550 12th Avenue Seattle, WA 98122",206.328.2030,https://babarseattle.com/capitol-hill/
-122.3805703,47.58942356,Marination ma kai,"1660 Harbor Ave SW, Seattle, WA 98126",(206) 328-8226,https://marinationmobile.com
-122.3171284,47.61399633,Bai Tong Thai Street Cafe,"1121 E Pike St,  Seattle, WA 98122",206.787.8448,https://www.baitongthaistreetcafe.com/
-122.319801,47.61324,Betsutenjin Ramen,"954 E Union St Seattle, WA 98122",(206) 324-0843,https://www.facebook.com/pg/Betsutenjin-Ramen-USA-112504659439834
-122.382721,47.66957514,The Boar's Nest,"2008 NW 56th St Seattle, WA",(206) 973-1970,
-122.33673,47.621853,Cactus - SLU,"350 Terry Ave N Seattle, WA 98109",206.913.2250,https://cactusrestaurants.com/location/south-lake-union/
-122.3128133,47.67034251,Calluna,5628 University Way NE,206-420-1938,https://callunaseattle.com/curb-side-pickup/
-122.3150813,47.52610593,South Town Pie,"8611 14th Ave South Seattle, WA",206-535-7166,https://southtownpie.com/stp-contact/
-122.3555026,47.68315911,Yanni's Greek Restaurant,7419 Greenwood Ave N,(206)783-6945,https://www.yannis-greek-restaurant.com/
-122.3060232,47.61306198,Katy’s Corner Cafe,2000 E Union St Seattle Wa 98122,(206)329-0121,http://Katyscornercafe.com
-122.3205924,47.62243893,Witness Bar,"410 Broadway E, Seattle, WA 98102",(206) 329-0248,http://witnessbar.com/
-122.3396496,47.61556425,Willmott's Ghost,"2100 6th Ave, Seattle, WA 98121",206-900-9650,https://www.willmottsghost.com/
-122.3572624,47.63272577,Betty Restaurant,"1507 Queen Anne Ave N, Seattle, WA 98109",206.352.3773,https://www.eatatbetty.com/
-122.3374528,47.61871503,Tous les Jours - Coffee House,"101 Terry Ave. N., Seattle, WA 98109",(206) 457-5096,https://www.tljus.com/
-122.3365903,47.62408793,Top Pot Doughnuts - Seattle,"590 Terry Ave N, Seattle, WA 98109",206-995-8296,https://www.toppotdoughnuts.com
-122.3867911,47.58220134,Copper Coin,"2329 CALIFORNIA AVE SW SEATTLE, WA 98116",(206) 420-3608,https://coppercoinseattle.com/
-122.3443896,47.61051365,Cutter's Crabhouse,"2001 Western Ave., Seattle, WA 98121",(206) 448-4884,https://cutterscrabhouse.com/
-122.3361388,47.61999209,Thai Thani Kitchen - South Lake Union,"201 Boren Ave N, Seattle, WA 98109",(206) 624-1485,http://www.thaithanikitchen.com/SouthLakeUnion.html
-122.3556155,47.6781531,El Chupacabra (Greenwood),"6711 Greenwood Avenue North Seattle, Washington 98103",206-706-4889,https://www.elchupacabraseattle.com/
-122.4073049,47.5800946,El Chupacabra (Alki Beach),"2620 Alki Avenue South West Seattle, WA 98116",(206) 933-7344,https://www.elchupacabraseattle.com/
-122.3143186,47.62281392,El Farol Mexican Restaurant,"1467 E Republican St Seattle, Washington 98112",(206) 325-9005,http://www.elfarolseattle.com
-122.357239,47.63779233,El Mezcalito,"2123 Queen Anne Avenue N, Seattle, WA 98119",(206) 216-4446,https://www.seattlemeetsoaxaca.com/el-mezcalito/
-122.3857747,47.66805582,La Carta De Oaxaca,"5431 Ballard Avenue NW, Seattle, WA 98107",(206) 782-8722,https://www.seattlemeetsoaxaca.com/la-carta-de-oaxaca/
-122.3388867,47.61507411,Evergreens (Lenora and 6th),"2070 6th Ave Seattle, WA 98121",206.294.3168,https://evergreens.com/locations/
-122.3484046,47.64962969,Evergreens (Fremont),"738 N 34th Street Seattle, WA 98103",206.294.5107,https://evergreens.com/locations/
-122.2988698,47.66870625,Frank's Oyster House,"2616 NE 55th Seattle, WA 98105",206.525.0220,http://www.franksoysterhouse.com/
-122.3165961,47.60981238,Taco Del Mar - Capitol Hill,"816 12th Ave, Seattle, WA 98122",(206) 324-0079,https://tacodelmar.com/
-122.3819137,47.66882988,Heritage Distilling Co. -Ballard,"1836 NW Market Street Seattle, WA 98107",206-573-5486,https://heritagedistilling.com/
-122.3196585,47.61244369,Heritage Distilling Co. - Capitol Hill,"1201 10TH Avenue Seattle, WA 98122",(206) 458-7491,https://heritagedistilling.com/
-122.3401013,47.6219036,Hurry Curry of Tokyo,"825 Harrison St Seattle, WA 98109",(206)681-9443,http://hurrycurryoftokyo-seattle.com/
-122.3502385,47.65910494,Il Lupo,"4303 FREMONT AVENUE N. SEATTLE, WA 98103",(206) 547-2144,https://www.lupofremont.com/
-122.3208144,47.65141132,Johnny Mos Pizza,"3272 Fuhrman Avenue E Suite 100  Seattle, Washington 98102",,
-122.3369408,47.62369317,Specialty's Café & Bakery -  SLU,"520 Terry Ave N, Seattle, WA 98109",(877) 502-2837,https://www.specialtys.com/location.aspx?store=se10&utm_source=google&utm_medium=local-listings&utm_campaign=seattle&utm_content=520-terry-ave-n
-122.316582,47.61117901,Southpaw,"926 12th Ave, Seattle, WA 98122",(206) 323-5278,https://www.southpawpizza.com/
-122.3764293,47.56388992,The Habit Burger Grill - West Seattle,"3501 SW AVALON WAY SEATTLE, WA 98126",(206) 932-2186,https://order.habitburger.com/store/a17ff353-018d-e911-822e-02838e5eb552/category/cfcbb04a-c88e-e911-8259-020f3289bcb6
-122.3695744,47.66248039,The Habit Burger Grill - Ballard,"907 NW BALLARD WAY SEATTLE, WA 98107",(206) 659-0756,https://order.habitburger.com/store/7de7f1ee-c4dc-e811-822e-02eaf1e04748/category/cfcbb04a-c88e-e911-8259-020f3289bcb6
-122.3130405,47.61940611,Bakery Nouveau - Capital Hill,"137 15th Ave E, Seattle, WA 98112",(206) 858-6957,http://www.bakerynouveau.com/
-122.3905356,47.52056178,Endolyne Joe's,"9261 45th Ave SW, Seattle, WA 98136",206 937 5637,https://www.chowfoods.com/endolyne-joes
-122.3309134,47.66162769,Ezell's - Wallingford,"2300 N 45th Street Seattle, WA 98103",(206) 453-5250,https://ezellschicken.com/
-122.287536,47.562975,Ezell's - Rainer Valley ,4436 Rainier Avenue S ,(206) 686-3772,https://ezellschicken.com/
-122.399415,47.639799,Serendipity,3222 West McGraw St,206-282-9866,https://www.serendipitycafeandlounge.com
-122.3028455,47.606319,Ezell's - Garfield High,501 23rd Avenue,(206) 324-4141,https://ezellschicken.com/
-122.2773705,47.636487,McGilvra's Bar and Restaurant,"4234 E Madison St, Seattle, WA 98112",(206) 325-0834,https://www.mcgilvraspub.com/
-122.3275042,47.59707097,Samurai Noodle - International District,"606 5th Ave South, Seattle WA, 98104",(206) 624-9321,http://www.samurainoodle.com/location/index.html
-122.3130805,47.65805575,Samurai Noodle - University District,"4138 University Way NE, Seattle WA 98105",(206) 547-1774,http://www.samurainoodle.com/location/index.html#
-122.355,47.692242,North Star Diner & Shanghai Room,"8580 Greenwood Ave N, Seattle, WA 98103",,http://northstardiner.com/
-122.3554857,47.69128855,Razzi's Pizzaria (Greenwood),8523 Greenwood Ave NW,206-782-9005,https://www.razzispizza.com/
-122.329422,47.61801,Razzi's Pizzeria - Downtown,"1314 Howell St, Seattle, WA 98101",206-588-2425,https://www.razzispizza.com/
-122.3117937,47.57843449,Perihelion Brewery,"2800 16th Ave South Seattle, WA 98144",206 200-3935,https://www.perihelion.beer/
-122.3169034,47.60970588,Panwa Thai,"812 12th Av, Seattle WA 98122",206-325-5828,http://www.panwathai.com/index.html
-122.3456452,47.61269516,Ohana Belltown,"2207 1st Avenue, Belltown USA Seattle, WA 98121",206.956.9329,https://www.ohanasushigrill.com/
-122.3326884,47.60140069,Nirmal's Indian Restaurant,"106 Occidental Ave S, Seattle, WA USA 98104",206-683-9701,https://www.nirmalseattle.com/
-122.3541645,47.67350484,Modern: Japanese Cuisine,"6108 Phinney Ave N, Seattle, WA 98103",(206) 420-4088,https://www.modern-seattle.com/
-122.325795,47.615391,Mezcaleria Oaxaca,"422 E. Pine St, Seattle WA 98122",(206) 324-0506,http://mezcaleriaoaxaca.com/
-122.3252979,47.61421015,Meet Korean BBQ,"500 E Pike St. Seattle, WA 98122",206 695 2621,https://www.meetkoreanbbq.com/
-122.3382825,47.61477,Marination 6th & Virginia,"2000 6th Ave, Seattle, WA 98121",(206) 327-9860,https://marinationmobile.com/locations
-122.3503065,47.657844,Le Coin,"4201 Fremont Ave N, Seattle, WA, 98103",206-708-7207.,https://www.lecoinseattle.com/
-122.3405595,47.615985,Lady Yum - Amazon  Campus,"2130 6th Ave Seattle, WA 98121",(866) LADY-YUM,https://www.ladyyum.com
-122.3241439,47.61534231,Fogon Cocina Mexicana,"600 East Pine St, Seattle WA 98122",206-320-7777,https://fogonseattle.com/
-122.3010945,47.612745,Feed Co. Burgers,"1190 24th Avenue Seattle, WA",206-726-6000,https://www.facebook.com/FeedCoBurgersCentral/
-122.346936,47.6766,Bongo's,"6501 Aurora Ave N,  Seattle, WA 98103",(206) 420-8548,https://www.bongosseattle.com/
-122.327109,47.615418,Kizuki Ramen & Izakaya  - Capitol Hill,"320 E Pine St. Seattle, Washington, 98122",(425) 553-0867,https://www.kizuki.com/
-122.2880621,47.57807621,Mioposto Pizzeria - Mt. Baker,"3601 S McClellan St, Seattle, WA 98144",(206) 760-3400,https://www.miopostopizza.com/
-122.290553,47.66867486,Mioposto Pizzeria - Ravenna,"3426 NE 55th St, Seattle, WA 98105",(206) 582-1899,https://www.miopostopizza.com/
-122.2989883,47.66162176,Ba Bar - University Village,"2685 NE 46th Street Seattle, Wa 98105",206.328.1112,
-122.2777438,47.63615294,Cactus - Madison Park,"4220 E Madison St, Seattle, WA 98112",206.324.4140,https://cactusrestaurants.com/location/madison-park/
-122.3277963,47.66115989,Dick's Drive-In - Wallingford,"111 N.E. 45th St Seattle, WA 98105",(206) 632-5125,https://www.ddir.com
-122.3211084,47.61932284,Dick's Drive-In - Broadway,"115 Broadway East Seattle, WA 98102",(206) 323-1300,https://www.ddir.com
-122.356377,47.623437,Dick's Drive-In - Queen Anne,"500 Queen Anne Ave N. Seattle, WA 98109",(206) 285-5155,https://www.ddir.com
-122.3716905,47.696418,Dick's Drive-In - Holman Road,"9208 Holman Road NW Seattle, WA 98117",(206) 783-5233,https://www.ddir.com
-122.2963858,47.71819538,Dick's Drive-In - Lake City,"12325 30th Ave NE Seattle, WA 98125",(206) 363-7777,https://www.ddir.com
-122.345604,47.73258,Kidd Valley - Aurora,"14303 Aurora Ave N Seattle, 98133",(206) 364-8493,https://www.kiddvalley.com
-122.3252057,47.61395189,Tavolata Capitol Hill,"501 E Pike St Seattle, WA 98122",(206) 420-8355,https://www.ethanstowellrestaurants.com/locations/tavolata-capitol-hill/
-122.312815,47.62213059,Rione XIII,"401 15th Ave E Seattle, WA 98112",(206) 838.2878,https://www.ethanstowellrestaurants.com/locations/rione-xiii/
-122.2891746,47.6136146,Red Cow,"1423 34th Ave, Seattle, WA 98122",(206) 454-7932,https://www.ethanstowellrestaurants.com/locations/red-cow/
-122.284976,47.60204851,Bluwater Bistro,"102 Lakeside Ave Seattle, WA 98122",206-328-2233,https://www.bluwaterbistro.com/locations/leschi/
-122.3322919,47.6096667,MOD Pizza - Downtown,"1302 6th Ave Seattle, WA",(206) 332-0200,https://orders.modpizza.com/
-122.3758915,47.67270775,MOD Pizza - Ballard,"6010 15th Ave NW Seattle, WA",(206) 939-4000,https://orders.modpizza.com/
-122.332474,47.60039001,MOD Pizza - Occidental Square,"202 Occidental Ave Seattle, WA",(206) 338-7356,https://orders.modpizza.com/
-122.381866,47.56014557,MOD Pizza - West Seattle,"4755 Fauntleroy Way SW, Suite 150 Seattle, WA",(206) 745-3779,https://orders.modpizza.com/
-122.3500187,47.64980536,MOD Pizza - Fremont,"3401 Fremont Ave N, Suite 101A Seattle, WA",(206) 415-2509,https://orders.modpizza.com/
-122.3838849,47.66670856,The Other Coast Cafe - Ballard,"5315 Ballard Ave NW Seattle, WA 98107",(206) 789-0936,https://www.othercoastcafe.com/
-122.3561807,47.62479599,The Other Coast Cafe - Queen Anne,12 Mercer Street Seattle WA 98109,(206) 829-8539,https://www.othercoastcafe.com/
-122.2925817,47.58954311,That's Amore Italian Cafe,1425 31st Ave S Seattle WA 98144,206.322.3677,https://www.thatsamoreseattle.com/
-122.3857596,47.56088744,Kizuki Ramen & Izakaya - West Seattle,"4203 SW Alaska St. Seattle, Washington, 98116",(206) 420-3831,https://www.kizuki.com
-122.3325827,47.59809358,Cone & Steiner,"135 S King St, Seattle",,https://www.coneandsteiner.com/
-122.315128,47.52586948,Loretta's Northwesterner,"8617 14th Ave S, Seattle",(206) 251-2821,http://lorettasnorthwesterner.com/
-122.3342211,47.60278173,Cherry Street Coffee - First & Cherry,"700 First Ave, Seattle WA 98104",206-621-9372,https://www.cherryst.com
-122.3515022,47.61618,Cherry Street Coffee - First & Clay,"2719 1st Ave, Seattle, WA 98121",(206) 441-5489,https://www.cherryst.com/locations
-122.3471192,47.61823837,Cherry Street Coffee - Fifth & Denny,"2621 5th Ave, Seattle, WA 98121",(206) 812-1298,https://www.cherryst.com
-122.3125701,47.61509188,Plenty of Clouds,"1550 15th Avenue  Seattle WA, 98122",(206)-279-5900,https://www.plentyofclouds.com/
-122.3368646,47.60977278,Potbelly - 4th and Pike,"1429 4th Avenue, Seattle, WA 98101",(206) 623-0099,https://www.potbelly.com/stores/23391
